96,"When I saw this in TV, I was watching this thing again and again ",0
97,"It was fine till devotion, but these people turned out to be the kedar of blind followers.",1
98,The meaning was said in ramayan itself.,0
99,It seems that last night's water is burning till now.,0
100,"Kamra brother, you are a great person friend.",0
101,Time to show social distancing??... this shows how much it works!! It’s a shame when the everyone is trying so hard and be indoors... some people choose to be ignorant or are influenced to be ignorant due to lack of knowledge... very depressing,0
102,"While some people behaved like idiots, you can't deny the fact that most people followed his instructions properly. I know lighting diyas won't save us from coronavirus but it does boost our morale in some ways. Personally i am not a modi supporter but criticism is good only when its constructive and backed by good and positive intention and not by pure hatred.",1
103,There are many similarities between bakt or madness.,1
104,The one who is bhakt is a crazy.,1
105,The one who is crazy is bakts ,1
106,"If we say, what should we do, then what to do, wow modi ji wow",0
107,This country is the hero of your people.,0
108,Thanks for helping the BJP bigwigs understand who is really anti-Modi in India. The "Shares" really help the secret agencies.,0
109,"No matter how much ass you can give, how much of your street you give.... in the end, you are a piece of piece gang...",1
110, Kartik Wadhwa this is what you were saying? ,0
111,"brother, see the burning lamp.",0
112, Looks like a blue whale challenge to me. Wondering what will be the final task??,1
113,"Friend is right, there is no much difference between devotion and madness, if it is right then the devotee can be seen mad ",1
114,This kamra is raising tha bar of idiotism by every day. Continue so we can rename idiotsm to kunal Kamra,1
115,The country will not forgive you brother ,1
116,There are many things to learn in ramayan but a man can learn only according to his thinking.,0
117,Where the corona is dead....,0
118,Couldn't bear the voice of crackers ,0
119, I swear it was fun that day your wife comes to leave me. ,1
120, Also seen the video after that.,0
121,people got out tomorrow for haha,0
122,"Now the will, a mad man is talking over a devotee ",1
123,Have you started watching ramayan?,0
124,"It's right, something will be improved now.",0
125,"The intolerance of the massacres, rape, racism and discrimination in the country during the last 7 years is only a reflection of one of the most plundered BJP govt in India.",1
126,like this never happened before asshole,0
127,What is the advantage if the light is darker than the outside?,0
128,"Kunal Kamra brother, you are very cruz. Someone looks like a red mirch in someone's back?? ",1
129,must watch devotees and the religion of devotion is lost brother..,0
130,World is fighting for 1 pandemic,0
131,India is fighting for 2 pandemic,0
132,1.COVID19…,0
133,"Tell me one thing, what does this think about jamat?",0
134,Wow! So this is called isolation?,0
135,"And I had accepted what is in the dictionary of stupid, sorry modi ji will not happen again!",1
136,"Sometimes, Modi is a lamp of lamp.",0
137,It is the only thing that I have to do.,0
138," Pankaj Arya is not mad now, he has gone out to receive a chance..",0
139," Kunal Kamra were burnt on the side yesterday and that too is the same country from behind and that is the same country from behind and your g ## d fire will always burn, ",1
140,· ,0
141,Javed Shaikh Happy Corona festival all India,1
142,on the road... after the house,0
143,I hope you haven't got such an asshole,1
144,· ,0
145,The country is filled with stupid ass,1
146,"Lowlife self proclaimed intellectual who has no purpose in life but to bash government, instead of sitting in the comfort of your home and criticizing govt. why don't you come out and suggest us some ways to curb this problem.",1
147,"But friends, what modi is saying, he is saying in the good of us.. He knows how to take it... as if you see yesterday, it was said to burn yesterday... A little bit of a girl was told by a little bit... some people burnt the kite too... and some were ldiots",1
148,a devotee has gone mad even on this post... you will see the comment..,1
149,You forgot to mention these "bhakts" and I didn't get the point behind ram charitramaanas in the background. Please keep religion separate from your so called creativity.,0
150,"You really went for ramayan for this, Bht hardworking hai and dedicated ki apne khilaf jaakr video laaya.. Par you must show the full video.. And must remove the back ground song.. Tmhare maalik paisa kaat Lainge..",0
151,# paidcritics,0
152,It's a tribute to you brother,0
153,"This is ultimate, I am also a devotee.",0
154,Our PM doing more comedy than our professional comedians . Bhakt are so fucking extreme,1
155, Instead of donating one single penny to help...Kunal Kamra as usual is spreading negativity,1
156,This is a grate narration of the bhakt and his idiotism..,1
157, I love his logical thinking an Indian who is way ahead from the normal bhagt.,0
158,Wish him more success from Pakistan. Oops ,0
159,Celebrating 40 years of BJP formation by lighting,0
160,People will surely be beaten by meeting in public places..... now he started getting better income than living.,0
161,"There is no logic in this, brother told me to do it ",0
162,The devotion of that devotee,0
163, Happy Madness to you.,0
164, Here's a lot of keyboard warriors ,0
165,What is the Muslim doin in the country,1
166,The poor person has been hurt by the poor. ,0
167,Should apologize to Corona and EVM  for yesterday,0
168,You guys don't want to understand,0
169,Oh @#$ I'm going to see you -$#@$ I am burning...,1
170, Somewhere the heart is jealous....,0
171,devotee looks like a mad person... wow guru ji,1
172,"Brother, you are awesome ",0
173,Hahahahaha...  Next task will be writing "OH CORONA KAL AANA" outside our houses,0
174,Really looks like crazy ,0
175,I want this in gallery,0
176,"Which one is the song in the background, please tell me anyone.",0
177,"Brother, please cure yourself!!!",0
178,Now Modi can say,0
179,I gave you in your hand in the dark night ,0
180,What are you going to see.......,0
181,"This is not madness, it's just a little fun.",0
182, India's best memer award will stop this ,0
183,I smell something burning ... oh it's your ass burning right now.,1
184,"In this world, there are some fools in both sides, more than need... don't take it in your own, kunal kamra bhai sir... you have the accomplishment of the ultimate knowledge.",1
185,Now where did the police go.. G ###! die,1
186,So much comedy in the morning,0
187,People with half dick can only do this kind off things,1
188,Thinking of fallen people,0
189,Proved whole people of India are opposing Modi,0
190,bastards,1
191, Somewhere the heart is jealous....,1
192,Sarru Chowdhry What a pity.armour of foolish military,1
193,this is your ramayan.... ,1
194, Bhagat looks like a mad person ,1
195,This is how we keep laughing at this way crazy devotees ,1
196,& the best bhakt award goes to...... This brave man,0
197,Next Sunday play holi maintaining social distance,0
198,Sourav Pattanayak The country will deal with challenges but how will you tackle such stupidity,1
199,In this comment box no one mushlim support modi but many hindu against to modi,1
200,Modi is just mad as he sees.,1
201,So here's the thing yeh video shi hai no doubt,0
202,Par Tablighi Jamaat ke regarding toh ek bhi tweets nhi kiye ho,0
203,Na videos banaye and neither do I expect.,0
204,"To all those who are offended at this, the correct term should've been 'Andh Bhakt'. ????? or being a ???? is not a derogatory term. It is those who follow blindly without reasoning which is dangerous. A more appropriate phrase would've been '??",1
205,Sumit Anand His tribute.. from akhrot tweet.. isn't it bakra brother ,1
206,look why the Mr pm has been criticized .,1
207, Who will see the account of them.,0
208,Me to Modi ji on his evey task,0
